STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,OWNERSHIP_TYPE,Hospital type,HEALTH_FUNCTION,Healthcare function,CARE_TYPE,Care type,MEDICAL_TECH,Medical technology,HEALTH_CARE_PROVIDER,Healthcare provider,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1976,,11.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1977,,11.07,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1978,,11.31,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1979,,11.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1980,,12.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1981,,12.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1982,,12.36,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1983,,12.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1984,,12.22,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1985,,12.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1986,,12.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1987,,12.09,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1988,,12.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1989,,11.93,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1990,,11.55,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1991,,11.29,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1992,,9.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1993,,9.62,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1994,,8.56,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1995,,8.35,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1996,,7.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1997,,7.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1998,,7.58,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1999,,7.45,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2000,,7.04,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2001,,6.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2002,,5.98,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2003,,5.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2004,,5.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2005,,5.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2006,,5.55,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2007,,5.48,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2008,,5.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2009,,5.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2010,,5.27,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2011,,5.36,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2012,,5.53,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2014,,4.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2015,,4.82,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2016,,4.69,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2017,,4.61,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2018,,4.53,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2019,,4.53,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2020,,4.46,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2021,,4.39,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2022,,4.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2023,,4.12,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1997,,8.49,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1998,,8.34,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1999,,8.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2000,,7.97,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2001,,7.83,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2002,,7.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2003,,7.55,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2004,,7.39,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2005,,7.22,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2006,,7.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2007,,7.06,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2008,,6.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2009,,6.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2010,,6.43,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2011,,6.36,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2012,,6.34,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2014,,6.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2015,,6.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2016,,6.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2017,,5.97,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2018,,5.89,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2019,,5.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2020,,5.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2021,,5.61,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2022,,5.48,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,FRA,France,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2023,,5.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DEU,Germany,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1991,,10.12,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DEU,Germany,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1992,,9.88,,,,,,,,,,,,,
